sentence_id,sentence,source,subject,relation,object
78,"Rumi is an influential figure in Sufism, and his thought and works loom large both in Persian literature and mystic poetry in general.",Rumi,Rumi,loom large in,Persian literature
78,"Rumi is an influential figure in Sufism, and his thought and works loom large both in Persian literature and mystic poetry in general.",Rumi,Rumi,loom large in,mystic poetry
79,"Today, his translated works are enjoyed all over the world.",Rumi,,,
80,The rapidly advancing Mongol hordes forced his family to flee west early on in his life.,Rumi,The Mongol hordes,forced,his family
80,The rapidly advancing Mongol hordes forced his family to flee west early on in his life.,Rumi,his family,flee,west
81,"After spending time in various cities across Iran, Baghdad, and Damascus, he settled in Konya with his family at age 19.",Rumi,he,settled in,Konya
81,"After spending time in various cities across Iran, Baghdad, and Damascus, he settled in Konya with his family at age 19.",Rumi,he,spent time in,Baghdad
81,"After spending time in various cities across Iran, Baghdad, and Damascus, he settled in Konya with his family at age 19.",Rumi,he,spent time in,Damascus
81,"After spending time in various cities across Iran, Baghdad, and Damascus, he settled in Konya with his family at age 19.",Rumi,he,spent time in,various cities across Iran
82,"Until recently, Konya had been a province of the Eastern Roman Empire, hence his name, Rumi, i.e. ""the Roman"".",Rumi,Konya,had been a province of,the Eastern Roman Empire
82,"Until recently, Konya had been a province of the Eastern Roman Empire, hence his name, Rumi, i.e. ""the Roman"".",Rumi,Konya,hence his name,Rumi
82,"Until recently, Konya had been a province of the Eastern Roman Empire, hence his name, Rumi, i.e. ""the Roman"".",Rumi,Rumi,is a name meaning,the Roman
83,"Although he was exposed to Sufi thought from his early childhood, he was expected to follow his fathers footsteps as an Islamic scholar.",Rumi,he,was exposed to,Sufi thought
83,"Although he was exposed to Sufi thought from his early childhood, he was expected to follow his fathers footsteps as an Islamic scholar.",Rumi,he,was expected to follow,his fathers footsteps
83,"Although he was exposed to Sufi thought from his early childhood, he was expected to follow his fathers footsteps as an Islamic scholar.",Rumi,he,was expected to be,an Islamic scholar
84,"However, the arrival to Konya of the mysterious wandering dervish, Shams Tabrīzī, would alter the course of his life permanently.",Rumi,Shams Tabrīzī,arrive to,Konya
84,"However, the arrival to Konya of the mysterious wandering dervish, Shams Tabrīzī, would alter the course of his life permanently.",Rumi,Shams Tabrīzī,alter the course of,his life
85,"Rumi and Shams became infatuated with each other, causing Rumi to neglect his duties.",Rumi,Rumi,became infatuated with,Shams
85,"Rumi and Shams became infatuated with each other, causing Rumi to neglect his duties.",Rumi,Rumi,neglected,his duties
86,"When Shams mysteriously disappeared, Rumi experienced an intense period of grief reflected in his Divan of Shams Tabrīzī.",Rumi,Shams,disappeared,Rumi
86,"When Shams mysteriously disappeared, Rumi experienced an intense period of grief reflected in his Divan of Shams Tabrīzī.",Rumi,Rumi,experienced,grief
86,"When Shams mysteriously disappeared, Rumi experienced an intense period of grief reflected in his Divan of Shams Tabrīzī.",Rumi,Rumi,reflected,grief
86,"When Shams mysteriously disappeared, Rumi experienced an intense period of grief reflected in his Divan of Shams Tabrīzī.",Rumi,Rumi,reflected,Divan of Shams Tabrīzī
87,"This was the defining moment in the evolution of Rumi's spiritual worldview, and marked the beginning of his poetic output.",Rumi,,,
88,"His Masnavi, often called a ""Qur'an in Persian"", is considered one of the greatest poems of the Persian language.",Rumi,His Masnavi,is considered one of the greatest poems of,the Persian language
88,"His Masnavi, often called a ""Qur'an in Persian"", is considered one of the greatest poems of the Persian language.",Rumi,His Masnavi,is often called a,Qur'an in Persian
89,"Many Muslims, particularly in the Turko-Persian cultural sphere, regard the Masnavi as one of the most important works of Islamic literature, falling behind only the Quran.",Rumi,Masnavi,is considered one of the most important works of,Islamic literature
89,"Many Muslims, particularly in the Turko-Persian cultural sphere, regard the Masnavi as one of the most important works of Islamic literature, falling behind only the Quran.",Rumi,Masnavi,falls behind,Quran
90,"Rumi's works are widely read today across his native Greater Iran as well as in Turkey, where the Sufi brotherhood he founded is based.",Rumi,Rumi,is based in,Turkey
90,"Rumi's works are widely read today across his native Greater Iran as well as in Turkey, where the Sufi brotherhood he founded is based.",Rumi,Rumi,founded,the Sufi brotherhood
90,"Rumi's works are widely read today across his native Greater Iran as well as in Turkey, where the Sufi brotherhood he founded is based.",Rumi,Rumi's works,are widely read today,across his native Greater Iran
90,"Rumi's works are widely read today across his native Greater Iran as well as in Turkey, where the Sufi brotherhood he founded is based.",Rumi,Rumi's works,are widely read today,in Turkey
91,"His poems have been translated into many of the world's languages, and Rumi has been described as the ""world's most popular poet.""",Rumi,Rumi,has been described as,the world's most popular poet
91,"His poems have been translated into many of the world's languages, and Rumi has been described as the ""world's most popular poet.""",Rumi,His poems,have been translated into,many of the world's languages
92,"In the United States, he has become the best selling poet in recent years.",Rumi,he,has become,the best selling poet
92,"In the United States, he has become the best selling poet in recent years.",Rumi,he,is in,the United States
93,"Name
He is most commonly called Rumi in English.",Rumi,,,
94,He is more commonly known as Mawlānā Jalāl ad-Dīn Muḥammad Rūmī .,Rumi,,,
95,"Jalal ad-Din is an Arabic name meaning ""Glory of the Faith"".",Rumi,,,
96,"Balkhī and Rūmī are his nisbas, meaning, respectively, ""from Balkh"" and ""from Rûm"", as he was from the Sultanate of Rûm in Anatolia.",Rumi,he,was from,the Sultanate of Rûm in Anatolia
96,"Balkhī and Rūmī are his nisbas, meaning, respectively, ""from Balkh"" and ""from Rûm"", as he was from the Sultanate of Rûm in Anatolia.",Rumi,Balkhī,is a nisba of,from Balkh
96,"Balkhī and Rūmī are his nisbas, meaning, respectively, ""from Balkh"" and ""from Rûm"", as he was from the Sultanate of Rûm in Anatolia.",Rumi,Rūmī,is a nisba of,from Rûm
97,"According to the authoritative Rumi biographer Franklin Lewis of the University of Chicago, ""he Anatolian peninsula which had belonged to the Byzantine, or eastern Roman empire, had only relatively recently been conquered by Muslims and even when it came to be controlled by Turkish Muslim rulers, it was still known to Arabs, Persians and Turks as the geographical area of Rum.",Rumi,Anatolian peninsula,had belonged to,"Byzantine, or eastern Roman empire"
97,"According to the authoritative Rumi biographer Franklin Lewis of the University of Chicago, ""he Anatolian peninsula which had belonged to the Byzantine, or eastern Roman empire, had only relatively recently been conquered by Muslims and even when it came to be controlled by Turkish Muslim rulers, it was still known to Arabs, Persians and Turks as the geographical area of Rum.",Rumi,Anatolian peninsula,had been conquered by,Muslims
97,"According to the authoritative Rumi biographer Franklin Lewis of the University of Chicago, ""he Anatolian peninsula which had belonged to the Byzantine, or eastern Roman empire, had only relatively recently been conquered by Muslims and even when it came to be controlled by Turkish Muslim rulers, it was still known to Arabs, Persians and Turks as the geographical area of Rum.",Rumi,Anatolian peninsula,was known to,"Arabs, Persians and Turks"
97,"According to the authoritative Rumi biographer Franklin Lewis of the University of Chicago, ""he Anatolian peninsula which had belonged to the Byzantine, or eastern Roman empire, had only relatively recently been conquered by Muslims and even when it came to be controlled by Turkish Muslim rulers, it was still known to Arabs, Persians and Turks as the geographical area of Rum.",Rumi,Anatolian peninsula,was known as,geographical area of Rum
98,"As such, there are a number of historical personages born in or associated with Anatolia known as Rumi, a word borrowed from Persian literally meaning 'Roman,' in which context Roman refers to subjects of the Byzantine Empire or simply to people living in or things associated with Anatolia.""",Rumi,Anatolia,is associated with,Rumi
98,"As such, there are a number of historical personages born in or associated with Anatolia known as Rumi, a word borrowed from Persian literally meaning 'Roman,' in which context Roman refers to subjects of the Byzantine Empire or simply to people living in or things associated with Anatolia.""",Rumi,Rumi,is a type of,historical personages
98,"As such, there are a number of historical personages born in or associated with Anatolia known as Rumi, a word borrowed from Persian literally meaning 'Roman,' in which context Roman refers to subjects of the Byzantine Empire or simply to people living in or things associated with Anatolia.""",Rumi,Rumi,is a type of,word
98,"As such, there are a number of historical personages born in or associated with Anatolia known as Rumi, a word borrowed from Persian literally meaning 'Roman,' in which context Roman refers to subjects of the Byzantine Empire or simply to people living in or things associated with Anatolia.""",Rumi,Rumi,is borrowed from,Persian
98,"As such, there are a number of historical personages born in or associated with Anatolia known as Rumi, a word borrowed from Persian literally meaning 'Roman,' in which context Roman refers to subjects of the Byzantine Empire or simply to people living in or things associated with Anatolia.""",Rumi,Rumi,literally means,"'Roman,'"
98,"As such, there are a number of historical personages born in or associated with Anatolia known as Rumi, a word borrowed from Persian literally meaning 'Roman,' in which context Roman refers to subjects of the Byzantine Empire or simply to people living in or things associated with Anatolia.""",Rumi,Roman,refers to,subjects of the Byzantine Empire
98,"As such, there are a number of historical personages born in or associated with Anatolia known as Rumi, a word borrowed from Persian literally meaning 'Roman,' in which context Roman refers to subjects of the Byzantine Empire or simply to people living in or things associated with Anatolia.""",Rumi,Roman,refers to,people living in or things associated with Anatolia
99,Rumi is widely known by the sobriquet Mawlānā/Molānā in Iran and popularly known as Mevlânâ in Turkey.,Rumi,Rumi,is widely known by the sobriquet,Mawlānā/Molānā
99,Rumi is widely known by the sobriquet Mawlānā/Molānā in Iran and popularly known as Mevlânâ in Turkey.,Rumi,Rumi,is widely known by the sobriquet,Mawlānā/Molānā in Iran
99,Rumi is widely known by the sobriquet Mawlānā/Molānā in Iran and popularly known as Mevlânâ in Turkey.,Rumi,Rumi,is popularly known as,Mevlânâ
99,Rumi is widely known by the sobriquet Mawlānā/Molānā in Iran and popularly known as Mevlânâ in Turkey.,Rumi,Rumi,is popularly known as,Mevlânâ in Turkey
100,"Mawlānā is a term of Arabic origin, meaning ""our master"".",Rumi,,,
101,"The term مولوی Mawlawī/Mowlavi and Mevlevi , also of Arabic origin, meaning ""my master"", is also frequently used for him.",Rumi,مولوی Mawlawī/Mowlavi,is also frequently used for,him
102,"Life
Overview
Rumi was born to Persian parents, in Wakhsh, a village on the East bank of the Wakhsh River known as Sangtuda in present-day Tajikistan.",Rumi,Rumi,was born to,Persian parents
102,"Life
Overview
Rumi was born to Persian parents, in Wakhsh, a village on the East bank of the Wakhsh River known as Sangtuda in present-day Tajikistan.",Rumi,Rumi,was born in,Wakhsh
102,"Life
Overview
Rumi was born to Persian parents, in Wakhsh, a village on the East bank of the Wakhsh River known as Sangtuda in present-day Tajikistan.",Rumi,Wakhsh,is located on the,East bank of the Wakhsh River
102,"Life
Overview
Rumi was born to Persian parents, in Wakhsh, a village on the East bank of the Wakhsh River known as Sangtuda in present-day Tajikistan.",Rumi,Wakhsh,is known as,Sangtuda
102,"Life
Overview
Rumi was born to Persian parents, in Wakhsh, a village on the East bank of the Wakhsh River known as Sangtuda in present-day Tajikistan.",Rumi,Wakhsh,is located in,present-day Tajikistan
103,"The area, culturally adjacent to Balkh, is where Mawlânâ's father, Bahâ' uddîn Walad, was a preacher and jurist.",Rumi,Bahâ' uddîn Walad,was a,preacher and jurist
103,"The area, culturally adjacent to Balkh, is where Mawlânâ's father, Bahâ' uddîn Walad, was a preacher and jurist.",Rumi,Bahâ' uddîn Walad,was a,jurist
104,"He lived and worked there until 1212, when Rumi was aged around five and the family moved to Samarkand.",Rumi,He,lived and worked,there
104,"He lived and worked there until 1212, when Rumi was aged around five and the family moved to Samarkand.",Rumi,He,moved,Samarkand
104,"He lived and worked there until 1212, when Rumi was aged around five and the family moved to Samarkand.",Rumi,Rumi,was aged around five,when Rumi was aged around five
105,Greater Balkh was at that time a major centre of Persian culture and Sufism had developed there for several centuries.,Rumi,Greater Balkh,was a major centre of,Persian culture
105,Greater Balkh was at that time a major centre of Persian culture and Sufism had developed there for several centuries.,Rumi,Greater Balkh,had developed,Sufism
106,"The most important influences upon Rumi, besides his father, were the Persian poets Attar and Sanai.",Rumi,Rumi,was influenced by,Attar
106,"The most important influences upon Rumi, besides his father, were the Persian poets Attar and Sanai.",Rumi,Rumi,was influenced by,Sanai
106,"The most important influences upon Rumi, besides his father, were the Persian poets Attar and Sanai.",Rumi,Rumi,had,father
107,"Rumi expresses his appreciation: ""Attar was the spirit, Sanai his eyes twain, And in time thereafter, Came we in their train"" and mentions in another poem: ""Attar has traversed the seven cities of Love, We are still at the turn of one street"".",Rumi,Rumi,expresses his appreciation,Attar
107,"Rumi expresses his appreciation: ""Attar was the spirit, Sanai his eyes twain, And in time thereafter, Came we in their train"" and mentions in another poem: ""Attar has traversed the seven cities of Love, We are still at the turn of one street"".",Rumi,Attar,was the spirit,Sanai
107,"Rumi expresses his appreciation: ""Attar was the spirit, Sanai his eyes twain, And in time thereafter, Came we in their train"" and mentions in another poem: ""Attar has traversed the seven cities of Love, We are still at the turn of one street"".",Rumi,Attar,has traversed,the seven cities of Love
107,"Rumi expresses his appreciation: ""Attar was the spirit, Sanai his eyes twain, And in time thereafter, Came we in their train"" and mentions in another poem: ""Attar has traversed the seven cities of Love, We are still at the turn of one street"".",Rumi,Rumi,mentions,Attar
107,"Rumi expresses his appreciation: ""Attar was the spirit, Sanai his eyes twain, And in time thereafter, Came we in their train"" and mentions in another poem: ""Attar has traversed the seven cities of Love, We are still at the turn of one street"".",Rumi,Rumi,mentions,We
107,"Rumi expresses his appreciation: ""Attar was the spirit, Sanai his eyes twain, And in time thereafter, Came we in their train"" and mentions in another poem: ""Attar has traversed the seven cities of Love, We are still at the turn of one street"".",Rumi,We,are still at the turn of,one street
108,His father was also connected to the spiritual lineage of Najm al-Din Kubra.,Rumi,His father,was connected to,the spiritual lineage of Najm al-Din Kubra
109,"Rumi lived most of his life under the Persianate Seljuk Sultanate of Rum, where he produced his works and died in 1273 AD.",Rumi,Rumi,lived under,Persianate Seljuk Sultanate of Rum
109,"Rumi lived most of his life under the Persianate Seljuk Sultanate of Rum, where he produced his works and died in 1273 AD.",Rumi,Rumi,produced,his works
109,"Rumi lived most of his life under the Persianate Seljuk Sultanate of Rum, where he produced his works and died in 1273 AD.",Rumi,Rumi,died in,1273 AD
110,"He was buried in Konya, and his shrine became a place of pilgrimage.",Rumi,He,was buried in,Konya
110,"He was buried in Konya, and his shrine became a place of pilgrimage.",Rumi,his shrine,became a place of pilgrimage,null
111,"Upon his death, his followers and his son Sultan Walad founded the Mevlevi Order, also known as the Order of the Whirling Dervishes, famous for the Sufi dance known as the Sama ceremony.",Rumi,Sultan Walad,founded,the Mevlevi Order
111,"Upon his death, his followers and his son Sultan Walad founded the Mevlevi Order, also known as the Order of the Whirling Dervishes, famous for the Sufi dance known as the Sama ceremony.",Rumi,his followers,founded,the Mevlevi Order
111,"Upon his death, his followers and his son Sultan Walad founded the Mevlevi Order, also known as the Order of the Whirling Dervishes, famous for the Sufi dance known as the Sama ceremony.",Rumi,the Mevlevi Order,is also known as,the Order of the Whirling Dervishes
111,"Upon his death, his followers and his son Sultan Walad founded the Mevlevi Order, also known as the Order of the Whirling Dervishes, famous for the Sufi dance known as the Sama ceremony.",Rumi,the Mevlevi Order,is famous for,the Sufi dance known as the Sama ceremony
112,"He was laid to rest beside his father, and over his remains a shrine was erected.",Rumi,He,was laid to rest beside,his father
112,"He was laid to rest beside his father, and over his remains a shrine was erected.",Rumi,He,was laid to rest beside,a shrine
112,"He was laid to rest beside his father, and over his remains a shrine was erected.",Rumi,a shrine,was erected over,He
113,A hagiographical account of him is described in Shams ud-Din Ahmad Aflāki's Manāqib ul-Ārifīn .,Rumi,A hagiographical account of him,is described in,Shams ud-Din Ahmad Aflāki's Manāqib ul-Ārifīn
114,This biography needs to be treated with care as it contains both legends and facts about Rumi.,Rumi,,,
115,"For example, Professor Franklin Lewis of the University of Chicago, author of the most complete biography on Rumi, has separate sections for the hagiographical biography of Rumi and the actual biography about him.",Rumi,Professor Franklin Lewis,is the author of,the most complete biography on Rumi
115,"For example, Professor Franklin Lewis of the University of Chicago, author of the most complete biography on Rumi, has separate sections for the hagiographical biography of Rumi and the actual biography about him.",Rumi,Professor Franklin Lewis,has separate sections for,the hagiographical biography of Rumi
115,"For example, Professor Franklin Lewis of the University of Chicago, author of the most complete biography on Rumi, has separate sections for the hagiographical biography of Rumi and the actual biography about him.",Rumi,Professor Franklin Lewis,has separate sections for,the actual biography about Rumi
116,"Childhood and emigration
Rumi's father was Bahā ud-Dīn Walad, a theologian, jurist and a mystic from Wakhsh, who was also known by the followers of Rumi as Sultan al-Ulama or ""Sultan of the Scholars"".",Rumi,Rumi,was known as,Sultan al-Ulama
116,"Childhood and emigration
Rumi's father was Bahā ud-Dīn Walad, a theologian, jurist and a mystic from Wakhsh, who was also known by the followers of Rumi as Sultan al-Ulama or ""Sultan of the Scholars"".",Rumi,Bahā ud-Dīn Walad,was a,theologian
116,"Childhood and emigration
Rumi's father was Bahā ud-Dīn Walad, a theologian, jurist and a mystic from Wakhsh, who was also known by the followers of Rumi as Sultan al-Ulama or ""Sultan of the Scholars"".",Rumi,Bahā ud-Dīn Walad,was a,jurist
116,"Childhood and emigration
Rumi's father was Bahā ud-Dīn Walad, a theologian, jurist and a mystic from Wakhsh, who was also known by the followers of Rumi as Sultan al-Ulama or ""Sultan of the Scholars"".",Rumi,Bahā ud-Dīn Walad,was a,mystic
116,"Childhood and emigration
Rumi's father was Bahā ud-Dīn Walad, a theologian, jurist and a mystic from Wakhsh, who was also known by the followers of Rumi as Sultan al-Ulama or ""Sultan of the Scholars"".",Rumi,Bahā ud-Dīn Walad,was from,Wakhsh
117,Cardiology 'heart' and -λογία 'study') is the study of the heart.,Cardiology,Cardiology,is the study of,the heart
118,"Cardiology is a branch of medicine that deals with disorders of the heart and the cardiovascular system, and it is a sub-specialty of internal medicine.",Cardiology,Cardiology,is a branch of,medicine
118,"Cardiology is a branch of medicine that deals with disorders of the heart and the cardiovascular system, and it is a sub-specialty of internal medicine.",Cardiology,Cardiology,deals with,disorders of the heart and the cardiovascular system
118,"Cardiology is a branch of medicine that deals with disorders of the heart and the cardiovascular system, and it is a sub-specialty of internal medicine.",Cardiology,Cardiology,is a sub-specialty of,internal medicine
119,"The field includes medical diagnosis and treatment of congenital heart defects, coronary artery disease, heart failure, valvular heart disease, and electrophysiology.",Cardiology,,,
120,Physicians who specialize in this field of medicine are called cardiologists.,Cardiology,Physicians,specialize in,this field of medicine
120,Physicians who specialize in this field of medicine are called cardiologists.,Cardiology,Physicians,are called,cardiologists
121,Pediatric cardiologists are pediatricians who specialize in cardiology.,Cardiology,Pediatric cardiologists,are,pediatricians
121,Pediatric cardiologists are pediatricians who specialize in cardiology.,Cardiology,Pediatric cardiologists,specialize in,cardiology
122,"Physicians who specialize in cardiac surgery are called cardiothoracic surgeons or cardiac surgeons, a specialty of general surgery.",Cardiology,Physicians who specialize in cardiac surgery,are called,cardiothoracic surgeons or cardiac surgeons
122,"Physicians who specialize in cardiac surgery are called cardiothoracic surgeons or cardiac surgeons, a specialty of general surgery.",Cardiology,cardiothoracic surgeons or cardiac surgeons,are a specialty of,general surgery
123,"Specializations
All cardiologists in the branch of medicine study the disorders of the heart, but the study of adult and child heart disorders each requires different training pathways.",Cardiology,,,
124,"Therefore, an adult cardiologist is inadequately trained to take care of children, and pediatric cardiologists are not trained to treat adult heart disease.",Cardiology,an adult cardiologist,is inadequately trained to take care of,children
124,"Therefore, an adult cardiologist is inadequately trained to take care of children, and pediatric cardiologists are not trained to treat adult heart disease.",Cardiology,pediatric cardiologists,are not trained to treat,adult heart disease
125,Surgical aspects outside of cardiac rhythm device implant are not included in cardiology and are in the domain of cardiothoracic surgery.,Cardiology,cardiology,are not included in,cardiothoracic surgery
125,Surgical aspects outside of cardiac rhythm device implant are not included in cardiology and are in the domain of cardiothoracic surgery.,Cardiology,cardiology,are not included in,Surgical aspects
125,Surgical aspects outside of cardiac rhythm device implant are not included in cardiology and are in the domain of cardiothoracic surgery.,Cardiology,Surgical aspects,are not included in,cardiology
125,Surgical aspects outside of cardiac rhythm device implant are not included in cardiology and are in the domain of cardiothoracic surgery.,Cardiology,Surgical aspects,are in the domain of,cardiothoracic surgery
126,"For example, coronary artery bypass surgery and surgical valve replacement are surgical procedures performed by surgeons, not cardiologists.",Cardiology,coronary artery bypass surgery,are performed by,surgeons
126,"For example, coronary artery bypass surgery and surgical valve replacement are surgical procedures performed by surgeons, not cardiologists.",Cardiology,surgical valve replacement,are performed by,surgeons
126,"For example, coronary artery bypass surgery and surgical valve replacement are surgical procedures performed by surgeons, not cardiologists.",Cardiology,coronary artery bypass surgery,are performed by,cardiologists
126,"For example, coronary artery bypass surgery and surgical valve replacement are surgical procedures performed by surgeons, not cardiologists.",Cardiology,surgical valve replacement,are performed by,cardiologists
127,"Typically, a cardiologist would first identify who is in need of cardiac surgery and refer them to a cardiac surgeon for the procedure.",Cardiology,cardiologist,would first identify who is in need of,cardiac surgery
127,"Typically, a cardiologist would first identify who is in need of cardiac surgery and refer them to a cardiac surgeon for the procedure.",Cardiology,cardiologist,would refer them to,cardiac surgeon
127,"Typically, a cardiologist would first identify who is in need of cardiac surgery and refer them to a cardiac surgeon for the procedure.",Cardiology,cardiologist,refer them to,cardiac surgeon
127,"Typically, a cardiologist would first identify who is in need of cardiac surgery and refer them to a cardiac surgeon for the procedure.",Cardiology,cardiologist,identify who is in need of,cardiac surgery
127,"Typically, a cardiologist would first identify who is in need of cardiac surgery and refer them to a cardiac surgeon for the procedure.",Cardiology,cardiac surgeon,is for the procedure,procedure
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,coronary procedures
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,cardiac catheterization
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,percutaneous coronary intervention
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,structural valve procedures
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,transcatheter aortic valve implantation
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,MitraClip
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,procedures for heart rhythm disorders
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,pacemaker implantation
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,Implantable cardioverter-defibrillator insertion
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,cardiologists,perform,ablation
129,"Adult cardiology
Cardiology is a specialty of internal medicine.",Cardiology,Cardiology,is a specialty of,internal medicine
130,"To become a cardiologist in the United States, a three-year residency in internal medicine is followed by a three-year fellowship in cardiology.",Cardiology,a three-year residency in internal medicine,is followed by,a three-year fellowship in cardiology
130,"To become a cardiologist in the United States, a three-year residency in internal medicine is followed by a three-year fellowship in cardiology.",Cardiology,a three-year residency in internal medicine,is required to become,a cardiologist in the United States
131,It is possible to specialize further in a sub-specialty.,Cardiology,,,
132,"Recognized sub-specialties in the U.S. by the Accreditation Council for Graduate Medical Education are clinical cardiac electrophysiology, interventional cardiology, adult congenital heart disease, and advanced heart failure and transplant cardiology.",Cardiology,Accreditation Council for Graduate Medical Education,recognizes,clinical cardiac electrophysiology
132,"Recognized sub-specialties in the U.S. by the Accreditation Council for Graduate Medical Education are clinical cardiac electrophysiology, interventional cardiology, adult congenital heart disease, and advanced heart failure and transplant cardiology.",Cardiology,Accreditation Council for Graduate Medical Education,recognizes,interventional cardiology
132,"Recognized sub-specialties in the U.S. by the Accreditation Council for Graduate Medical Education are clinical cardiac electrophysiology, interventional cardiology, adult congenital heart disease, and advanced heart failure and transplant cardiology.",Cardiology,Accreditation Council for Graduate Medical Education,recognizes,adult congenital heart disease
132,"Recognized sub-specialties in the U.S. by the Accreditation Council for Graduate Medical Education are clinical cardiac electrophysiology, interventional cardiology, adult congenital heart disease, and advanced heart failure and transplant cardiology.",Cardiology,Accreditation Council for Graduate Medical Education,recognizes,advanced heart failure and transplant cardiology
133,"Cardiologists may further become certified in echocardiography by the National Board of Echocardiography, in nuclear cardiology by the Certification Board of Nuclear Cardiology, in cardiovascular computed tomography by the Certification Board of Cardiovascular Computed Tomography in cardiovascular MRI by the Certification Board of Cardiovascular Magnetic Resonance.",Cardiology,Cardiologists,may become certified in,echocardiography by the National Board of Echocardiography
133,"Cardiologists may further become certified in echocardiography by the National Board of Echocardiography, in nuclear cardiology by the Certification Board of Nuclear Cardiology, in cardiovascular computed tomography by the Certification Board of Cardiovascular Computed Tomography in cardiovascular MRI by the Certification Board of Cardiovascular Magnetic Resonance.",Cardiology,Cardiologists,may become certified in,nuclear cardiology by the Certification Board of Nuclear Cardiology
133,"Cardiologists may further become certified in echocardiography by the National Board of Echocardiography, in nuclear cardiology by the Certification Board of Nuclear Cardiology, in cardiovascular computed tomography by the Certification Board of Cardiovascular Computed Tomography in cardiovascular MRI by the Certification Board of Cardiovascular Magnetic Resonance.",Cardiology,Cardiologists,may become certified in,cardiovascular computed tomography by the Certification Board of Cardiovascular Computed Tomography
133,"Cardiologists may further become certified in echocardiography by the National Board of Echocardiography, in nuclear cardiology by the Certification Board of Nuclear Cardiology, in cardiovascular computed tomography by the Certification Board of Cardiovascular Computed Tomography in cardiovascular MRI by the Certification Board of Cardiovascular Magnetic Resonance.",Cardiology,Cardiologists,may become certified in,cardiovascular MRI by the Certification Board of Cardiovascular Magnetic Resonance
134,Recognized subspecialties in the U.S. by the American Osteopathic Association Bureau of Osteopathic Specialists include clinical cardiac electrophysiology and interventional cardiology.,Cardiology,American Osteopathic Association Bureau of Osteopathic Specialists,include,clinical cardiac electrophysiology
134,Recognized subspecialties in the U.S. by the American Osteopathic Association Bureau of Osteopathic Specialists include clinical cardiac electrophysiology and interventional cardiology.,Cardiology,American Osteopathic Association Bureau of Osteopathic Specialists,include,interventional cardiology
135,"In the United Kingdom, following completion of two years of foundation training and three years of internal medicine training, doctors may commence the five-year cardiology specialty training programme.",Cardiology,doctors,may commence,the five-year cardiology specialty training programme
