sentence_id,sentence,source,verified_triples,verified_count
90,"Rumi's works are widely read today across his native Greater Iran as well as in Turkey, where the Sufi brotherhood he founded is based.",Rumi,"[{""triple"": [""Rumi"", ""is based in"", ""Turkey""], ""label"": ""entailment"", ""confidence"": 0.7113}, {""triple"": [""Rumi"", ""founded"", ""the Sufi brotherhood""], ""label"": ""entailment"", ""confidence"": 0.7113}, {""triple"": [""Rumi's works"", ""are widely read today"", ""across his native Greater Iran""], ""label"": ""entailment"", ""confidence"": 0.7113}, {""triple"": [""Rumi's works"", ""are widely read today"", ""in Turkey""], ""label"": ""entailment"", ""confidence"": 0.7113}]",4
91,"His poems have been translated into many of the world's languages, and Rumi has been described as the ""world's most popular poet.""",Rumi,"[{""triple"": [""Rumi"", ""has been described as"", ""the world's most popular poet""], ""label"": ""entailment"", ""confidence"": 0.6862}, {""triple"": [""His poems"", ""have been translated into"", ""many of the world's languages""], ""label"": ""entailment"", ""confidence"": 0.6862}]",2
92,"In the United States, he has become the best selling poet in recent years.",Rumi,"[{""triple"": [""he"", ""has become"", ""the best selling poet""], ""label"": ""entailment"", ""confidence"": 0.7018}, {""triple"": [""he"", ""is in"", ""the United States""], ""label"": ""entailment"", ""confidence"": 0.7018}]",2
93,"Name
He is most commonly called Rumi in English.",Rumi,[],0
94,He is more commonly known as Mawlānā Jalāl ad-Dīn Muḥammad Rūmī .,Rumi,[],0
95,"Jalal ad-Din is an Arabic name meaning ""Glory of the Faith"".",Rumi,[],0
96,"Balkhī and Rūmī are his nisbas, meaning, respectively, ""from Balkh"" and ""from Rûm"", as he was from the Sultanate of Rûm in Anatolia.",Rumi,"[{""triple"": [""he"", ""was from"", ""the Sultanate of R\u00fbm in Anatolia""], ""label"": ""entailment"", ""confidence"": 0.6661}]",1
97,"According to the authoritative Rumi biographer Franklin Lewis of the University of Chicago, ""he Anatolian peninsula which had belonged to the Byzantine, or eastern Roman empire, had only relatively recently been conquered by Muslims and even when it came to be controlled by Turkish Muslim rulers, it was still known to Arabs, Persians and Turks as the geographical area of Rum.",Rumi,"[{""triple"": [""Anatolian peninsula"", ""had belonged to"", ""Byzantine, or eastern Roman empire""], ""label"": ""entailment"", ""confidence"": 0.7214}, {""triple"": [""Anatolian peninsula"", ""had been conquered by"", ""Muslims""], ""label"": ""entailment"", ""confidence"": 0.7214}, {""triple"": [""Anatolian peninsula"", ""was known to"", ""Arabs, Persians and Turks""], ""label"": ""entailment"", ""confidence"": 0.7214}, {""triple"": [""Anatolian peninsula"", ""was known as"", ""geographical area of Rum""], ""label"": ""entailment"", ""confidence"": 0.7214}]",4
98,"As such, there are a number of historical personages born in or associated with Anatolia known as Rumi, a word borrowed from Persian literally meaning 'Roman,' in which context Roman refers to subjects of the Byzantine Empire or simply to people living in or things associated with Anatolia.""",Rumi,"[{""triple"": [""Anatolia"", ""is associated with"", ""Rumi""], ""label"": ""entailment"", ""confidence"": 0.7566}, {""triple"": [""Rumi"", ""is a type of"", ""historical personages""], ""label"": ""entailment"", ""confidence"": 0.6816}, {""triple"": [""Rumi"", ""is a type of"", ""word""], ""label"": ""entailment"", ""confidence"": 0.6566}, {""triple"": [""Rumi"", ""is borrowed from"", ""Persian""], ""label"": ""entailment"", ""confidence"": 0.7566}, {""triple"": [""Rumi"", ""literally means"", ""'Roman,'""], ""label"": ""entailment"", ""confidence"": 0.6816}, {""triple"": [""Roman"", ""refers to"", ""subjects of the Byzantine Empire""], ""label"": ""entailment"", ""confidence"": 0.7566}, {""triple"": [""Roman"", ""refers to"", ""people living in or things associated with Anatolia""], ""label"": ""entailment"", ""confidence"": 0.7566}]",7
99,Rumi is widely known by the sobriquet Mawlānā/Molānā in Iran and popularly known as Mevlânâ in Turkey.,Rumi,"[{""triple"": [""Rumi"", ""is widely known by the sobriquet"", ""Mawl\u0101n\u0101/Mol\u0101n\u0101""], ""label"": ""entailment"", ""confidence"": 0.7227}, {""triple"": [""Rumi"", ""is widely known by the sobriquet"", ""Mawl\u0101n\u0101/Mol\u0101n\u0101 in Iran""], ""label"": ""entailment"", ""confidence"": 0.7227}, {""triple"": [""Rumi"", ""is popularly known as"", ""Mevl\u00e2n\u00e2""], ""label"": ""entailment"", ""confidence"": 0.7227}, {""triple"": [""Rumi"", ""is popularly known as"", ""Mevl\u00e2n\u00e2 in Turkey""], ""label"": ""entailment"", ""confidence"": 0.7227}]",4
100,"Mawlānā is a term of Arabic origin, meaning ""our master"".",Rumi,[],0
101,"The term مولوی Mawlawī/Mowlavi and Mevlevi , also of Arabic origin, meaning ""my master"", is also frequently used for him.",Rumi,"[{""triple"": [""\u0645\u0648\u0644\u0648\u06cc Mawlaw\u012b/Mowlavi"", ""is also frequently used for"", ""him""], ""label"": ""entailment"", ""confidence"": 0.723}]",1
102,"Life
Overview
Rumi was born to Persian parents, in Wakhsh, a village on the East bank of the Wakhsh River known as Sangtuda in present-day Tajikistan.",Rumi,[],0
103,"The area, culturally adjacent to Balkh, is where Mawlânâ's father, Bahâ' uddîn Walad, was a preacher and jurist.",Rumi,"[{""triple"": [""Bah\u00e2' udd\u00een Walad"", ""was a"", ""preacher and jurist""], ""label"": ""entailment"", ""confidence"": 0.6871}, {""triple"": [""Bah\u00e2' udd\u00een Walad"", ""was a"", ""jurist""], ""label"": ""entailment"", ""confidence"": 0.6871}]",2
104,"He lived and worked there until 1212, when Rumi was aged around five and the family moved to Samarkand.",Rumi,[],0
105,Greater Balkh was at that time a major centre of Persian culture and Sufism had developed there for several centuries.,Rumi,"[{""triple"": [""Greater Balkh"", ""was a major centre of"", ""Persian culture""], ""label"": ""entailment"", ""confidence"": 0.7191}, {""triple"": [""Greater Balkh"", ""had developed"", ""Sufism""], ""label"": ""entailment"", ""confidence"": 0.7191}]",2
106,"The most important influences upon Rumi, besides his father, were the Persian poets Attar and Sanai.",Rumi,[],0
107,"Rumi expresses his appreciation: ""Attar was the spirit, Sanai his eyes twain, And in time thereafter, Came we in their train"" and mentions in another poem: ""Attar has traversed the seven cities of Love, We are still at the turn of one street"".",Rumi,"[{""triple"": [""Rumi"", ""expresses his appreciation"", ""Attar""], ""label"": ""entailment"", ""confidence"": 0.8904}, {""triple"": [""Attar"", ""was the spirit"", ""Sanai""], ""label"": ""entailment"", ""confidence"": 0.8904}, {""triple"": [""Attar"", ""has traversed"", ""the seven cities of Love""], ""label"": ""entailment"", ""confidence"": 0.8904}, {""triple"": [""Rumi"", ""mentions"", ""Attar""], ""label"": ""entailment"", ""confidence"": 0.8904}, {""triple"": [""Rumi"", ""mentions"", ""We""], ""label"": ""entailment"", ""confidence"": 0.8904}, {""triple"": [""We"", ""are still at the turn of"", ""one street""], ""label"": ""entailment"", ""confidence"": 0.8904}]",6
108,His father was also connected to the spiritual lineage of Najm al-Din Kubra.,Rumi,"[{""triple"": [""His father"", ""was connected to"", ""the spiritual lineage of Najm al-Din Kubra""], ""label"": ""entailment"", ""confidence"": 0.8683}]",1
109,"Rumi lived most of his life under the Persianate Seljuk Sultanate of Rum, where he produced his works and died in 1273 AD.",Rumi,[],0
110,"He was buried in Konya, and his shrine became a place of pilgrimage.",Rumi,"[{""triple"": [""He"", ""was buried in"", ""Konya""], ""label"": ""entailment"", ""confidence"": 0.6783}]",1
111,"Upon his death, his followers and his son Sultan Walad founded the Mevlevi Order, also known as the Order of the Whirling Dervishes, famous for the Sufi dance known as the Sama ceremony.",Rumi,"[{""triple"": [""Sultan Walad"", ""founded"", ""the Mevlevi Order""], ""label"": ""entailment"", ""confidence"": 0.6509}, {""triple"": [""his followers"", ""founded"", ""the Mevlevi Order""], ""label"": ""entailment"", ""confidence"": 0.6509}, {""triple"": [""the Mevlevi Order"", ""is also known as"", ""the Order of the Whirling Dervishes""], ""label"": ""entailment"", ""confidence"": 0.6509}, {""triple"": [""the Mevlevi Order"", ""is famous for"", ""the Sufi dance known as the Sama ceremony""], ""label"": ""entailment"", ""confidence"": 0.6509}]",4
112,"He was laid to rest beside his father, and over his remains a shrine was erected.",Rumi,"[{""triple"": [""He"", ""was laid to rest beside"", ""his father""], ""label"": ""entailment"", ""confidence"": 0.6685}, {""triple"": [""He"", ""was laid to rest beside"", ""a shrine""], ""label"": ""entailment"", ""confidence"": 0.6685}, {""triple"": [""a shrine"", ""was erected over"", ""He""], ""label"": ""entailment"", ""confidence"": 0.6685}]",3
113,A hagiographical account of him is described in Shams ud-Din Ahmad Aflāki's Manāqib ul-Ārifīn .,Rumi,"[{""triple"": [""A hagiographical account of him"", ""is described in"", ""Shams ud-Din Ahmad Afl\u0101ki's Man\u0101qib ul-\u0100rif\u012bn""], ""label"": ""entailment"", ""confidence"": 0.902}]",1
114,This biography needs to be treated with care as it contains both legends and facts about Rumi.,Rumi,[],0
115,"For example, Professor Franklin Lewis of the University of Chicago, author of the most complete biography on Rumi, has separate sections for the hagiographical biography of Rumi and the actual biography about him.",Rumi,[],0
116,"Childhood and emigration
Rumi's father was Bahā ud-Dīn Walad, a theologian, jurist and a mystic from Wakhsh, who was also known by the followers of Rumi as Sultan al-Ulama or ""Sultan of the Scholars"".",Rumi,[],0
117,Cardiology 'heart' and -λογία 'study') is the study of the heart.,Cardiology,"[{""triple"": [""Cardiology"", ""is the study of"", ""the heart""], ""label"": ""entailment"", ""confidence"": 0.6769}]",1
118,"Cardiology is a branch of medicine that deals with disorders of the heart and the cardiovascular system, and it is a sub-specialty of internal medicine.",Cardiology,"[{""triple"": [""Cardiology"", ""is a branch of"", ""medicine""], ""label"": ""entailment"", ""confidence"": 0.7852}, {""triple"": [""Cardiology"", ""deals with"", ""disorders of the heart and the cardiovascular system""], ""label"": ""entailment"", ""confidence"": 0.7852}, {""triple"": [""Cardiology"", ""is a sub-specialty of"", ""internal medicine""], ""label"": ""entailment"", ""confidence"": 0.7852}]",3
119,"The field includes medical diagnosis and treatment of congenital heart defects, coronary artery disease, heart failure, valvular heart disease, and electrophysiology.",Cardiology,[],0
120,Physicians who specialize in this field of medicine are called cardiologists.,Cardiology,"[{""triple"": [""Physicians"", ""specialize in"", ""this field of medicine""], ""label"": ""entailment"", ""confidence"": 0.8592}, {""triple"": [""Physicians"", ""are called"", ""cardiologists""], ""label"": ""entailment"", ""confidence"": 0.8592}]",2
121,Pediatric cardiologists are pediatricians who specialize in cardiology.,Cardiology,"[{""triple"": [""Pediatric cardiologists"", ""are"", ""pediatricians""], ""label"": ""entailment"", ""confidence"": 0.8544}, {""triple"": [""Pediatric cardiologists"", ""specialize in"", ""cardiology""], ""label"": ""entailment"", ""confidence"": 0.8544}]",2
122,"Physicians who specialize in cardiac surgery are called cardiothoracic surgeons or cardiac surgeons, a specialty of general surgery.",Cardiology,"[{""triple"": [""Physicians who specialize in cardiac surgery"", ""are called"", ""cardiothoracic surgeons or cardiac surgeons""], ""label"": ""entailment"", ""confidence"": 0.705}, {""triple"": [""cardiothoracic surgeons or cardiac surgeons"", ""are a specialty of"", ""general surgery""], ""label"": ""entailment"", ""confidence"": 0.705}]",2
123,"Specializations
All cardiologists in the branch of medicine study the disorders of the heart, but the study of adult and child heart disorders each requires different training pathways.",Cardiology,[],0
124,"Therefore, an adult cardiologist is inadequately trained to take care of children, and pediatric cardiologists are not trained to treat adult heart disease.",Cardiology,[],0
125,Surgical aspects outside of cardiac rhythm device implant are not included in cardiology and are in the domain of cardiothoracic surgery.,Cardiology,[],0
126,"For example, coronary artery bypass surgery and surgical valve replacement are surgical procedures performed by surgeons, not cardiologists.",Cardiology,[],0
127,"Typically, a cardiologist would first identify who is in need of cardiac surgery and refer them to a cardiac surgeon for the procedure.",Cardiology,[],0
128,"However, an increasing number of structural interventions can be performed less invasively by cardiologists; these include coronary procedures such as cardiac catheterization and percutaneous coronary intervention; structural valve procedures such as transcatheter aortic valve implantation and MitraClip; and procedures for heart rhythm disorders such as pacemaker implantation, Implantable cardioverter-defibrillator insertion, and ablation.",Cardiology,[],0
129,"Adult cardiology
Cardiology is a specialty of internal medicine.",Cardiology,[],0
130,"To become a cardiologist in the United States, a three-year residency in internal medicine is followed by a three-year fellowship in cardiology.",Cardiology,"[{""triple"": [""a three-year residency in internal medicine"", ""is followed by"", ""a three-year fellowship in cardiology""], ""label"": ""entailment"", ""confidence"": 0.762}, {""triple"": [""a three-year residency in internal medicine"", ""is required to become"", ""a cardiologist in the United States""], ""label"": ""entailment"", ""confidence"": 0.732}]",2
131,It is possible to specialize further in a sub-specialty.,Cardiology,[],0
132,"Recognized sub-specialties in the U.S. by the Accreditation Council for Graduate Medical Education are clinical cardiac electrophysiology, interventional cardiology, adult congenital heart disease, and advanced heart failure and transplant cardiology.",Cardiology,"[{""triple"": [""Accreditation Council for Graduate Medical Education"", ""recognizes"", ""clinical cardiac electrophysiology""], ""label"": ""entailment"", ""confidence"": 0.6537}, {""triple"": [""Accreditation Council for Graduate Medical Education"", ""recognizes"", ""adult congenital heart disease""], ""label"": ""entailment"", ""confidence"": 0.657}, {""triple"": [""Accreditation Council for Graduate Medical Education"", ""recognizes"", ""advanced heart failure and transplant cardiology""], ""label"": ""entailment"", ""confidence"": 0.6597}]",3
133,"Cardiologists may further become certified in echocardiography by the National Board of Echocardiography, in nuclear cardiology by the Certification Board of Nuclear Cardiology, in cardiovascular computed tomography by the Certification Board of Cardiovascular Computed Tomography in cardiovascular MRI by the Certification Board of Cardiovascular Magnetic Resonance.",Cardiology,"[{""triple"": [""Cardiologists"", ""may become certified in"", ""echocardiography by the National Board of Echocardiography""], ""label"": ""entailment"", ""confidence"": 0.7524}, {""triple"": [""Cardiologists"", ""may become certified in"", ""nuclear cardiology by the Certification Board of Nuclear Cardiology""], ""label"": ""entailment"", ""confidence"": 0.7524}, {""triple"": [""Cardiologists"", ""may become certified in"", ""cardiovascular computed tomography by the Certification Board of Cardiovascular Computed Tomography""], ""label"": ""entailment"", ""confidence"": 0.7524}, {""triple"": [""Cardiologists"", ""may become certified in"", ""cardiovascular MRI by the Certification Board of Cardiovascular Magnetic Resonance""], ""label"": ""entailment"", ""confidence"": 0.7524}]",4
134,Recognized subspecialties in the U.S. by the American Osteopathic Association Bureau of Osteopathic Specialists include clinical cardiac electrophysiology and interventional cardiology.,Cardiology,"[{""triple"": [""American Osteopathic Association Bureau of Osteopathic Specialists"", ""include"", ""clinical cardiac electrophysiology""], ""label"": ""entailment"", ""confidence"": 0.7113}, {""triple"": [""American Osteopathic Association Bureau of Osteopathic Specialists"", ""include"", ""interventional cardiology""], ""label"": ""entailment"", ""confidence"": 0.7113}]",2
135,"In the United Kingdom, following completion of two years of foundation training and three years of internal medicine training, doctors may commence the five-year cardiology specialty training programme.",Cardiology,[],0
136,"As cardiologists are physicians, all prospective cardiologists must complete the Membership of the Royal Colleges of Physicians of the United Kingdom diploma, prior to commencing cardiology specialty training.",Cardiology,"[{""triple"": [""cardiologists"", ""are"", ""physicians""], ""label"": ""entailment"", ""confidence"": 0.8193}, {""triple"": [""prospective cardiologists"", ""must complete"", ""Membership of the Royal Colleges of Physicians of the United Kingdom diploma""], ""label"": ""entailment"", ""confidence"": 0.8193}, {""triple"": [""Membership of the Royal Colleges of Physicians of the United Kingdom diploma"", ""is required for"", ""cardiology specialty training""], ""label"": ""entailment"", ""confidence"": 0.7921}]",3
137,"It is possible to specialise in a recognised sub-specialty; the core sub-specialties are interventional cardiology, electrophysiology, cardiac imaging, heart failure, and adult congenital heart disease.",Cardiology,[],0
138,"All cardiologists must complete a core curriculum in cardiology, and may undertake further training and additional qualifications and certifications necessary for their chosen sub-specialty, before being awarded the Certificate of Completion of Training in cardiology.",Cardiology,"[{""triple"": [""cardiologists"", ""must complete"", ""core curriculum in cardiology""], ""label"": ""entailment"", ""confidence"": 0.6941}, {""triple"": [""cardiologists"", ""may undertake"", ""further training""], ""label"": ""entailment"", ""confidence"": 0.6941}, {""triple"": [""cardiologists"", ""may undertake"", ""additional qualifications""], ""label"": ""entailment"", ""confidence"": 0.6941}, {""triple"": [""cardiologists"", ""may undertake"", ""certifications""], ""label"": ""entailment"", ""confidence"": 0.6941}, {""triple"": [""cardiologists"", ""are necessary for"", ""chosen sub-specialty""], ""label"": ""entailment"", ""confidence"": 0.6941}, {""triple"": [""cardiologists"", ""are awarded"", ""Certificate of Completion of Training in cardiology""], ""label"": ""entailment"", ""confidence"": 0.6941}]",6
139,"In India, the full process of becoming a cardiologist after graduating high school takes around 11.5 years.",Cardiology,[],0
140,"After completing Class 12th , students appear for the Medical Entrance Exam conducted at the National level, and then the National Eligibility cum Entrance Test , which allows students to take MBBS/BDS courses.",Cardiology,"[{""triple"": [""Medical Entrance Exam"", ""is conducted at the"", ""National level""], ""label"": ""entailment"", ""confidence"": 0.7249}, {""triple"": [""National Eligibility cum Entrance Test"", ""allows students to take"", ""MBBS/BDS courses""], ""label"": ""entailment"", ""confidence"": 0.7249}]",2
141,The MBBS course takes 5.5 years to complete .,Cardiology,[],0
142,"Upon completing this, the student becomes a qualified doctor.",Cardiology,[],0
143,"To pursue a specialization in cardiology, students must appear for either the NEET-PG or INI-CET exam.",Cardiology,[],0
144,"Once passed, the students get to study MD in General Medicine, which takes 3 years.",Cardiology,[],0
145,"Finally, to pursue a super-specialty in cardiology, a 3 year DM in cardiology course is required.",Cardiology,[],0
146,"Per Doximity, adult cardiologists earn an average of $436,849 per year in the U.S.
Cardiac electrophysiology
Cardiac electrophysiology is the science of elucidating, diagnosing, and treating the electrical activities of the heart.",Cardiology,[],0
147,The term is usually used to describe studies of such phenomena by invasive catheter recording of spontaneous activity as well as of cardiac responses to programmed electrical stimulation .,Cardiology,[],0
148,"These studies are performed to assess complex arrhythmias, elucidate symptoms, evaluate abnormal electrocardiograms, assess the risk of developing arrhythmias in the future, and design treatment.",Cardiology,[],0
149,"These procedures increasingly include therapeutic methods (typically radiofrequency ablation, or cryoablation) in addition to diagnostic and prognostic procedures.",Cardiology,[],0
150,Other therapeutic modalities employed in this field include antiarrhythmic drug therapy and implantation of pacemakers and automatic implantable cardioverter-defibrillators .,Cardiology,"[{""triple"": [""antiarrhythmic drug therapy"", ""is a type of"", ""therapeutic modality""], ""label"": ""entailment"", ""confidence"": 0.7869}, {""triple"": [""implantation of pacemakers"", ""is a type of"", ""therapeutic modality""], ""label"": ""entailment"", ""confidence"": 0.7669}, {""triple"": [""implantation of automatic implantable cardioverter-defibrillators"", ""is a type of"", ""therapeutic modality""], ""label"": ""entailment"", ""confidence"": 0.8119}]",3
151,The cardiac electrophysiology study typically measures the response of the injured or cardiomyopathic myocardium to PES on specific pharmacological regimens in order to assess the likelihood that the regimen will successfully prevent potentially fatal sustained ventricular tachycardia or ventricular fibrillation in the future.,Cardiology,[],0
152,Sometimes a series of electrophysiology-study drug trials must be conducted to enable the cardiologist to select the one regimen for long-term treatment that best prevents or slows the development of VT or VF following PES.,Cardiology,"[{""triple"": [""cardiologist"", ""must conduct"", ""electrophysiology-study drug trials""], ""label"": ""entailment"", ""confidence"": 0.7658}, {""triple"": [""cardiologist"", ""select"", ""one regimen""], ""label"": ""entailment"", ""confidence"": 0.8086}, {""triple"": [""one regimen"", ""best prevents or slows"", ""development of VT or VF""], ""label"": ""entailment"", ""confidence"": 0.8086}, {""triple"": [""one regimen"", ""is for"", ""long-term treatment""], ""label"": ""entailment"", ""confidence"": 0.8086}, {""triple"": [""PES"", ""follows"", ""VT or VF""], ""label"": ""entailment"", ""confidence"": 0.7336}]",5
153,Such studies may also be conducted in the presence of a newly implanted or newly replaced cardiac pacemaker or AICD.,Cardiology,[],0
154,"Clinical cardiac electrophysiology
Clinical cardiac electrophysiology is a branch of the medical specialty of cardiology and is concerned with the study and treatment of rhythm disorders of the heart.",Cardiology,[],0
155,Cardiologists with expertise in this area are usually referred to as electrophysiologists.,Cardiology,"[{""triple"": [""Cardiologists"", ""are usually referred to as"", ""electrophysiologists""], ""label"": ""entailment"", ""confidence"": 0.7198}]",1
156,"Electrophysiologists are trained in the mechanism, function, and performance of the electrical activities of the heart.",Cardiology,[],0
157,"If you’ve had one, or are close to someone who has, you’re not alone.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
158,Many people survive a heart attack and go on to enjoy productive lives.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
159,The following details can help you understand what’s happened and how your heart can heal.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
160,"Use this information to help you live a healthier, longer life.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
161,See how coronary artery damage leads to a heart attack.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
162,Your heart muscle needs oxygen to survive.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
163,A heart attack occurs when the blood flow that brings oxygen to the heart is reduced or cut off.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
164,"If blood flow is reduced or stopped for too long, the heart muscle begins to die
View an animation of blood flow between the heart and lungs.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
165,"This happens when coronary arteries that supply the heart muscle with blood flow become narrowed from plaque — a buildup of fat, cholesterol and other substances.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
166,This slow process is known as atherosclerosis .,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
167,"When plaque within a heart artery breaks, a blood clot forms around the plaque.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
168,This blood clot can block blood flow through the artery to the heart muscle.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
169,"About every 40 seconds, someone in the United States has a heart attack.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
170,Atherosclerosis may have no symptoms in its early stages.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
171,"But when an artery is narrowed by over 70%, there may be muscle pain or cramps.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
172,This happens because the surrounding tissue needs more oxygen than it’s able to receive.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
173,"When a coronary artery narrows and constricts blood flow, other nearby blood vessels sometimes expand to help.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
174,This could explain why there may be no warning signs.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
175,This network of expanded blood vessels is called collateral circulation .,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
176,It helps protect some people from heart attacks by delivering needed blood to the heart.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
177,Collateral circulation can also develop after a heart attack to help the heart muscle recover.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
178,"When a heart attack occurs, the heart muscle that has lost blood supply begins to suffer injury.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
179,It begins to die if blood supply is not restored.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
180,"The amount of damage to the heart muscle depends on:
Heart muscle damaged by a heart attack heals by forming scar tissue.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
181,It usually takes several weeks for your heart muscle to heal.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
182,"The length of time depends on:
The heart is a tough organ.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
183,"Even if part of it has been injured, the rest of the heart keeps working.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
184,"Still, your heart may be weakened and unable to pump as much blood as usual.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
185,"With treatment and lifestyle changes , further damage can be limited or prevented.",https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
186,Learn more about heart damage detection .,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
187,Talk to your health care professional about your recovery time.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
188,Heart attacks can have longer or shorter recoveries and complications.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
189,This depends on the size and location of the damage and the treatment you receive.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
190,Scar tissue may form in the damaged area.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
191,Scar tissue doesn’t contract or pump as well as healthy muscle tissue.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
192,The amount of damage to the heart muscle can affect how well the heart pumps blood.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
193,How much pumping function is lost depends on the size and location of the scar tissue.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
194,Most heart attack survivors have some kind of coronary artery disease .,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
195,They will have to make lifestyle changes and possibly take medication to prevent a future heart attack.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
196,Surgeries or cardiac rehab may also be needed to help with recovery.,https://www.heart.org/en/health-topics/heart-attack/about-heart-attacks,[],0
197,"Artificial intelligence is the capability of computational systems to perform tasks typically associated with human intelligence, such as learning, reasoning, problem-solving, perception, and decision-making.",Artificial intelligence,[],0
198,"It is a field of research in engineering, mathematics and computer science that develops and studies methods and software that enable machines to perceive their environment and use learning and intelligence to take actions that maximize their chances of achieving defined goals.",Artificial intelligence,[],0
199,"High-profile applications of AI include advanced web search engines, chatbots, virtual assistants, autonomous vehicles, and play and analysis in strategy games .",Artificial intelligence,[],0
200,"Since the 2020s, generative AI has become widely available to generate images, audio, and videos from text prompts.",Artificial intelligence,[],0
201,"The traditional goals of AI research include learning, reasoning, knowledge representation, planning, natural language processing, and perception, as well as support for robotics.",Artificial intelligence,[],0
202,"To reach these goals, AI researchers have used techniques including state space search and mathematical optimization, formal logic, artificial neural networks, and methods based on statistics, operations research, and economics.",Artificial intelligence,[],0
203,"AI also draws upon psychology, linguistics, philosophy, neuroscience, and other fields.",Artificial intelligence,[],0
204,"Some companies, such as OpenAI, Google DeepMind and Meta, aim to create artificial general intelligence – AI that can complete virtually any cognitive task at least as well as a human.",Artificial intelligence,[],0
205,"Artificial intelligence was founded as an academic discipline in 1956, and the field went through multiple cycles of optimism throughout its history, followed by periods of disappointment and loss of funding, known as AI winters.",Artificial intelligence,[],0
206,"Funding and interest increased substantially after 2012, when graphics processing units began being used to accelerate neural networks, and deep learning outperformed previous AI techniques.",Artificial intelligence,[],0
207,This growth accelerated further after 2017 with the transformer architecture.,Artificial intelligence,[],0
208,"In the 2020s, an AI boom has coincided with advances in generative AI, which allowed for the creation and modification of media.",Artificial intelligence,[],0
209,"In addition to AI safety and unintended consequences and harms from the use of AI, ethical concerns, AI's long-term effects, and potential existential risks have prompted discussions of AI regulation.",Artificial intelligence,[],0
210,"Goals
The general problem of simulating intelligence has been broken into subproblems.",Artificial intelligence,[],0
211,These consist of particular traits or capabilities that researchers expect an intelligent system to display.,Artificial intelligence,[],0
212,The traits described below have received the most attention and cover the scope of AI research.,Artificial intelligence,[],0
213,"Reasoning and problem-solving
Early researchers developed algorithms that imitated step-by-step reasoning that humans use when they solve puzzles or make logical deductions.",Artificial intelligence,[],0
214,"By the late 1980s and 1990s, methods were developed for dealing with uncertain or incomplete information, employing concepts from probability and economics.",Artificial intelligence,[],0
215,"Many of these algorithms are insufficient for solving large reasoning problems because they experience a ""combinatorial explosion"": They become exponentially slower as the problems grow.",Artificial intelligence,[],0
216,Even humans rarely use the step-by-step deduction that early AI research could model.,Artificial intelligence,[],0
217,"They solve most of their problems using fast, intuitive judgments.",Artificial intelligence,[],0
218,Accurate and efficient reasoning is an unsolved problem.,Artificial intelligence,[],0
219,"Knowledge representation
Knowledge representation and knowledge engineering allow AI programs to answer questions intelligently and make deductions about real-world facts.",Artificial intelligence,[],0
